gene_symbol, H3k27me3, H3k36me3, expression, MAE(T/F), tissue, organism
sdk1, , , 0.294, 0, HMEC, human
sdk1, , , 0.113, 1, HCC1954, human
sdk1, , , 0.288, 1, PBMC, human
sdk1, , , , NA, B_Cell, human
tox, 0.418, 0.382, 0.455, 0, Fibroblast, mouse
tox, 0.664, 0.403, 0.353, 1, Bcellcd43n, mouse
tox, 0.801, 0.673, 0.223, 1, Heart, mouse
tox, 0.882, 0.588, 0.381, 1, Kidney, mouse
tox, 0.500, 0.575, 0.493, 1, Liver, mouse
tox, 0.428, 0.533, 0.556, 0, SmIntestine, mouse
tox, 0.657, 0.506, 0.475, 1, Spleen, mouse
tox, 0.614, 0.371, 0.418, 1, Testis, mouse
tox, 0.467, 0.744, 0.834, 0, Thymus, mouse
tox, 0.616, 0.173, 0.107, 1, C2C12_EqS, mouse
tox, 0.646, 0.164, 0.114, 1, C2C12, mouse
tox, 0.597, 0.280, 0.295, 1, CH12, mouse
tox, 0.602, 0.559, 0.550, 1, E14_WholeBrain, mouse
tox, 0.294, 0.370, 0.360, 0, Erythroblast, mouse
tox, 0.929, 0.507, 0.288, 1, ESBruce4, mouse
tox, 0.505, 0.199, 0.247, 1, ES, mouse
tox, 0.688, 0.047, 0.311, 1, G1E_ER, mouse
tox, 0.613, 0.057, 0.225, 1, G1E, mouse
tox, 0.663, 0.208, 0.455, 1, Lymphoblast, mouse
tox, 0.564, 0.339, 0.318, 1, Megakaryocyte, mouse
tox, 0.717, 0.177, 0.225, 1, MEL, mouse
tox, 0.487, 0.377, 0.336, 1, NeuronalProgenitor_(EMTAB1822), mouse
tox, 0.487, 0.377, 0.336, 1, NeuronalProgenitor_(GSE54016), mouse
tox, 0.466, 0.372, 0.399, 0, Neuron, mouse
tox, , , , NA, Lymphoblast_PMC3334567, mouse
tox, , , 0.501, 1, GM12878, human
tox, , , 0.329, 1, K562, human
tox, , , 0.551, 0, H1ESC, human
tox, , , 0.466, 0, HSMM, human
tox, , , 0.652, 0, HUVEC, human
tox, , , 0.287, 1, HMEC, human
tox, , , 0.229, 1, HCC1954, human
tox, , , 0.501, 0, PBMC, human
tox, , , , NA, B_Cell, human
mcf2l, 0.800, 0.451, 0.416, 1, Fibroblast, mouse
mcf2l, 0.287, 0.090, 0.373, 0, Bcellcd43n, mouse
mcf2l, 0.540, 0.603, 0.769, 1, Heart, mouse
mcf2l, 0.144, 0.501, 0.524, 0, Kidney, mouse
mcf2l, 0.835, 0.196, 0.195, 1, Liver, mouse
mcf2l, 0.449, 0.509, 0.406, 0, SmIntestine, mouse
mcf2l, 0.407, 0.242, 0.425, 0, Spleen, mouse
mcf2l, 0.256, 0.547, 0.396, 0, Testis, mouse
mcf2l, 0.461, 0.297, 0.443, 0, Thymus, mouse
mcf2l, 0.919, 0.267, 0.395, 1, C2C12_EqS, mouse
mcf2l, 0.952, 0.340, 0.426, 1, C2C12, mouse
mcf2l, 0.978, 0.203, 0.269, 1, CH12, mouse
mcf2l, 0.196, 0.749, 0.690, 0, E14_WholeBrain, mouse
mcf2l, 0.763, 0.315, 0.402, 1, Erythroblast, mouse
mcf2l, 0.353, 0.505, 0.452, 0, ESBruce4, mouse
mcf2l, 0.478, 0.610, 0.520, 0, ES, mouse
mcf2l, 0.823, 0.299, 0.393, 1, G1E_ER, mouse
mcf2l, 0.842, 0.379, 0.314, 1, G1E, mouse
mcf2l, 0.930, 0.257, 0.362, 1, Lymphoblast, mouse
mcf2l, 0.808, 0.756, 0.785, 0, Megakaryocyte, mouse
mcf2l, 0.732, 0.232, 0.275, 1, MEL, mouse
mcf2l, 0.552, 0.622, 0.459, 0, NeuronalProgenitor_(EMTAB1822), mouse
mcf2l, 0.552, 0.622, 0.459, 0, NeuronalProgenitor_(GSE54016), mouse
mcf2l, 0.488, 0.842, 0.826, 0, Neuron, mouse
mcf2l, , , , NA, Lymphoblast_PMC3334567, mouse
mcf2l, , , 0.328, 1, GM12878, human
mcf2l, , , 0.152, 1, K562, human
mcf2l, , , 0.579, 0, H1ESC, human
mcf2l, , , 0.600, 1, HSMM, human
mcf2l, , , 0.164, 1, HUVEC, human
mcf2l, , , 0.123, 1, HMEC, human
mcf2l, , , 0.556, 1, HCC1954, human
mcf2l, , , 0.328, 0, PBMC, human
mcf2l, , , , NA, B_Cell, human
med12l, 0.609, 0.291, 0.478, 1, Fibroblast, mouse
med12l, 0.614, 0.414, 0.517, 1, Bcellcd43n, mouse
med12l, 0.668, 0.644, 0.477, 0, Heart, mouse
med12l, 0.766, 0.515, 0.403, 1, Kidney, mouse
med12l, 0.604, 0.581, 0.468, 1, Liver, mouse
med12l, 0.683, 0.329, 0.329, 1, SmIntestine, mouse
med12l, 0.608, 0.458, 0.574, 1, Spleen, mouse
med12l, 0.306, 0.449, 0.458, 0, Testis, mouse
med12l, 0.494, 0.553, 0.452, 1, Thymus, mouse
med12l, 0.760, 0.288, 0.253, 1, C2C12_EqS, mouse
med12l, 0.750, 0.252, 0.241, 1, C2C12, mouse
med12l, 0.584, 0.497, 0.493, 1, CH12, mouse
med12l, 0.333, 0.538, 0.458, 0, E14_WholeBrain, mouse
med12l, 0.503, 0.317, 0.426, 1, Erythroblast, mouse
med12l, 0.694, 0.565, 0.485, 1, ESBruce4, mouse
med12l, 0.558, 0.396, 0.355, 1, ES, mouse
med12l, 0.806, 0.170, 0.339, 1, G1E_ER, mouse
med12l, 0.635, 0.122, 0.272, 1, G1E, mouse
med12l, 0.632, 0.576, 0.546, 1, Lymphoblast, mouse
med12l, 0.085, 0.761, 0.662, 0, Megakaryocyte, mouse
med12l, 0.825, 0.634, 0.301, 1, MEL, mouse
med12l, 0.508, 0.457, 0.402, 1, NeuronalProgenitor_(EMTAB1822), mouse
med12l, 0.508, 0.457, 0.402, 1, NeuronalProgenitor_(GSE54016), mouse
med12l, 0.444, 0.544, 0.510, 0, Neuron, mouse
med12l, , , , NA, Lymphoblast_PMC3334567, mouse
med12l, , , 0.299, 1, GM12878, human
med12l, , , 0.152, 1, K562, human
med12l, , , 0.538, 0, H1ESC, human
med12l, , , 0.275, 1, HSMM, human
med12l, , , 0.331, 1, HUVEC, human
med12l, , , 0.279, 1, HMEC, human
med12l, , , 0.288, 1, HCC1954, human
med12l, , , 0.299, 0, PBMC, human
med12l, , , , NA, B_Cell, human
mia3, , , 0.792, 0, GM12878, human
mia3, , , 0.884, 0, K562, human
mia3, , , 0.897, 0, H1ESC, human
mia3, , , 0.742, 0, HSMM, human
mia3, , , 0.882, 0, HUVEC, human
mia3, , , 0.655, 0, HMEC, human
mia3, , , 0.779, 0, HCC1954, human
mia3, , , 0.792, 0, PBMC, human
mia3, , , , NA, B_Cell, human
mapk4, 0.772, 0.298, 0.491, 1, Fibroblast, mouse
mapk4, 0.518, 0.174, 0.304, 1, Bcellcd43n, mouse
mapk4, 0.626, 0.392, 0.637, 1, Heart, mouse
mapk4, 0.341, 0.441, 0.622, 0, Kidney, mouse
mapk4, 0.880, 0.405, 0.763, 1, Liver, mouse
mapk4, 0.762, 0.352, 0.564, 1, SmIntestine, mouse
mapk4, 0.598, 0.207, 0.638, 1, Spleen, mouse
mapk4, 0.494, 0.372, 0.365, 1, Testis, mouse
mapk4, 0.571, 0.201, 0.420, 1, Thymus, mouse
mapk4, 0.845, 0.139, 0.265, 1, C2C12_EqS, mouse
mapk4, 0.879, 0.197, 0.254, 1, C2C12, mouse
mapk4, 0.719, 0.268, 0.299, 1, CH12, mouse
mapk4, 0.651, 0.553, 0.504, 1, E14_WholeBrain, mouse
mapk4, 0.774, 0.219, 0.252, 1, Erythroblast, mouse
mapk4, 0.547, 0.488, 0.528, 1, ESBruce4, mouse
mapk4, 0.660, 0.518, 0.438, 1, ES, mouse
mapk4, 0.527, 0.293, 0.433, 1, G1E_ER, mouse
mapk4, 0.428, 0.262, 0.316, 0, G1E, mouse
mapk4, 0.801, 0.298, 0.154, 1, Lymphoblast, mouse
mapk4, 0.757, 0.360, 0.355, 1, Megakaryocyte, mouse
mapk4, 0.720, 0.167, 0.326, 1, MEL, mouse
mapk4, 0.607, 0.532, 0.433, 1, NeuronalProgenitor_(EMTAB1822), mouse
mapk4, 0.607, 0.532, 0.433, 1, NeuronalProgenitor_(GSE54016), mouse
mapk4, 0.560, 0.536, 0.500, 1, Neuron, mouse
mapk4, , , , NA, Lymphoblast_PMC3334567, mouse
mapk4, , , 0.314, 1, GM12878, human
mapk4, , , 0.329, 1, K562, human
mapk4, , , 0.460, 1, H1ESC, human
mapk4, , , 0.118, 1, HSMM, human
mapk4, , , 0.338, 0, HUVEC, human
mapk4, , , 0.123, 1, HMEC, human
mapk4, , , 0.113, 1, HCC1954, human
mapk4, , , 0.314, 1, PBMC, human
mapk4, , , , NA, B_Cell, human
pus7, 0.460, 0.913, 0.658, 0, Fibroblast, mouse
pus7, 0.149, 0.710, 0.596, 0, Bcellcd43n, mouse
pus7, 0.167, 0.526, 0.523, 0, Heart, mouse
pus7, 0.252, 0.720, 0.486, 0, Kidney, mouse
pus7, 0.465, 0.785, 0.514, 0, Liver, mouse
pus7, 0.134, 0.738, 0.478, 0, SmIntestine, mouse
pus7, 0.455, 0.774, 0.534, 0, Spleen, mouse
pus7, 0.268, 0.584, 0.412, 0, Testis, mouse
pus7, 0.438, 0.677, 0.503, 0, Thymus, mouse
pus7, 0.319, 0.839, 0.621, 0, C2C12_EqS, mouse
pus7, 0.503, 0.792, 0.661, 0, C2C12, mouse
pus7, 0.109, 0.910, 0.760, 0, CH12, mouse
pus7, 0.241, 0.728, 0.522, 0, E14_WholeBrain, mouse
pus7, 0.115, 0.768, 0.622, 0, Erythroblast, mouse
pus7, 0.279, 0.863, 0.717, 0, ESBruce4, mouse
pus7, 0.195, 0.879, 0.727, 0, ES, mouse
pus7, 0.088, 0.762, 0.624, 0, G1E_ER, mouse
pus7, 0.283, 0.888, 0.755, 0, G1E, mouse
pus7, 0.510, 0.936, 0.845, 0, Lymphoblast, mouse
pus7, 0.144, 0.794, 0.598, 0, Megakaryocyte, mouse
pus7, 0.243, 0.702, 0.883, 0, MEL, mouse
pus7, 0.088, 0.740, 0.642, 0, NeuronalProgenitor_(EMTAB1822), mouse
pus7, 0.088, 0.740, 0.642, 0, NeuronalProgenitor_(GSE54016), mouse
pus7, 0.273, 0.752, 0.626, 0, Neuron, mouse
pus7, , , , NA, Lymphoblast_PMC3334567, mouse
pus7, , , 0.650, 0, GM12878, human
pus7, , , 0.867, 0, K562, human
pus7, , , 0.901, 0, H1ESC, human
pus7, , , 0.681, 0, HSMM, human
pus7, , , 0.776, 0, HUVEC, human
pus7, , , 0.737, 0, HMEC, human
pus7, , , 0.689, 0, HCC1954, human
pus7, , , 0.650, 0, PBMC, human
pus7, , , , NA, B_Cell, human
sik2, 0.244, 0.540, 0.568, 0, Fibroblast, mouse
sik2, 0.535, 0.680, 0.577, 0, Bcellcd43n, mouse
sik2, 0.470, 0.904, 0.562, 0, Heart, mouse
sik2, 0.649, 0.892, 0.551, 0, Kidney, mouse
sik2, 0.254, 0.790, 0.607, 0, Liver, mouse
sik2, 0.273, 0.669, 0.609, 0, SmIntestine, mouse
sik2, 0.525, 0.748, 0.550, 0, Spleen, mouse
sik2, 0.571, 0.725, 0.632, 0, Testis, mouse
sik2, 0.544, 0.772, 0.644, 0, Thymus, mouse
sik2, 0.426, 0.650, 0.516, 0, C2C12_EqS, mouse
sik2, 0.329, 0.590, 0.544, 0, C2C12, mouse
sik2, 0.383, 0.588, 0.493, 0, CH12, mouse
sik2, 0.288, 0.620, 0.505, 0, E14_WholeBrain, mouse
sik2, 0.053, 0.745, 0.665, 0, Erythroblast, mouse
sik2, 0.506, 0.747, 0.506, 0, ESBruce4, mouse
sik2, 0.219, 0.565, 0.457, 0, ES, mouse
sik2, 0.064, 0.689, 0.650, 0, G1E_ER, mouse
sik2, 0.055, 0.695, 0.639, 0, G1E, mouse
sik2, 0.327, 0.615, 0.714, 0, Lymphoblast, mouse
sik2, 0.112, 0.631, 0.481, 0, Megakaryocyte, mouse
sik2, 0.075, 0.954, 0.612, 0, MEL, mouse
sik2, 0.232, 0.535, 0.454, 0, NeuronalProgenitor_(EMTAB1822), mouse
sik2, 0.232, 0.535, 0.454, 0, NeuronalProgenitor_(GSE54016), mouse
sik2, 0.223, 0.555, 0.499, 0, Neuron, mouse
sik2, , , , NA, Lymphoblast_PMC3334567, mouse
sik2, , , 0.701, 0, GM12878, human
sik2, , , 0.650, 0, K562, human
sik2, , , 0.596, 0, H1ESC, human
sik2, , , 0.656, 0, HSMM, human
sik2, , , 0.627, 0, HUVEC, human
sik2, , , 0.655, 0, HMEC, human
sik2, , , 0.535, 0, HCC1954, human
sik2, , , 0.701, 0, PBMC, human
sik2, , , , NA, B_Cell, human
kiaa1524, , , 0.680, 0, GM12878, human
kiaa1524, , , 0.769, 0, K562, human
kiaa1524, , , 0.834, 0, H1ESC, human
kiaa1524, , , 0.599, 0, HSMM, human
kiaa1524, , , 0.790, 0, HUVEC, human
kiaa1524, , , 0.715, 0, HMEC, human
kiaa1524, , , 0.627, 0, HCC1954, human
kiaa1524, , , 0.680, 0, PBMC, human
kiaa1524, , , , NA, B_Cell, human
lpcat3, 0.420, 0.710, 0.718, 0, Fibroblast, mouse
lpcat3, 0.327, 0.691, 0.756, 0, Bcellcd43n, mouse
lpcat3, 0.143, 0.686, 0.786, 0, Heart, mouse
lpcat3, 0.209, 0.594, 0.830, 0, Kidney, mouse
lpcat3, 0.127, 0.681, 0.905, 0, Liver, mouse
lpcat3, 0.336, 0.696, 0.880, 0, SmIntestine, mouse
lpcat3, 0.242, 0.653, 0.786, 0, Spleen, mouse
lpcat3, 0.302, 0.762, 0.838, 0, Testis, mouse
lpcat3, 0.543, 0.730, 0.801, 0, Thymus, mouse
lpcat3, 0.213, 0.695, 0.859, 0, C2C12_EqS, mouse
lpcat3, 0.230, 0.647, 0.808, 0, C2C12, mouse
lpcat3, 0.133, 0.730, 0.786, 0, CH12, mouse
lpcat3, 0.555, 0.664, 0.653, 0, E14_WholeBrain, mouse
lpcat3, 0.247, 0.868, 0.886, 0, Erythroblast, mouse
lpcat3, 0.235, 0.682, 0.726, 0, ESBruce4, mouse
lpcat3, 0.302, 0.720, 0.737, 0, ES, mouse
lpcat3, 0.298, 0.879, 0.876, 0, G1E_ER, mouse
lpcat3, 0.112, 0.851, 0.864, 0, G1E, mouse
lpcat3, 0.266, 0.635, 0.777, 0, Lymphoblast, mouse
lpcat3, 0.305, 0.788, 0.878, 0, Megakaryocyte, mouse
lpcat3, 0.219, 0.950, 0.829, 0, MEL, mouse
lpcat3, 0.230, 0.673, 0.676, 0, NeuronalProgenitor_(EMTAB1822), mouse
lpcat3, 0.230, 0.673, 0.676, 0, NeuronalProgenitor_(GSE54016), mouse
lpcat3, 0.243, 0.659, 0.645, 0, Neuron, mouse
lpcat3, , , , NA, Lymphoblast_PMC3334567, mouse
lpcat3, , , 0.631, 0, GM12878, human
lpcat3, , , 0.682, 0, K562, human
lpcat3, , , 0.728, 0, H1ESC, human
lpcat3, , , 0.667, 0, HSMM, human
lpcat3, , , 0.653, 0, HUVEC, human
lpcat3, , , 0.812, 0, HMEC, human
lpcat3, , , 0.944, 0, HCC1954, human
lpcat3, , , 0.631, 0, PBMC, human
lpcat3, , , , NA, B_Cell, human
orc3, 0.129, 0.781, 0.748, 0, Fibroblast, mouse
orc3, 0.315, 0.954, 0.825, 0, Bcellcd43n, mouse
orc3, 0.329, 0.971, 0.726, 0, Heart, mouse
orc3, 0.632, 0.971, 0.718, 0, Kidney, mouse
orc3, 0.194, 0.977, 0.664, 0, Liver, mouse
orc3, 0.430, 0.955, 0.761, 0, SmIntestine, mouse
orc3, 0.354, 0.968, 0.688, 0, Spleen, mouse
orc3, 0.340, 0.863, 0.721, 0, Testis, mouse
orc3, 0.613, 0.973, 0.811, 0, Thymus, mouse
orc3, 0.303, 0.959, 0.693, 0, C2C12_EqS, mouse
orc3, 0.158, 0.906, 0.670, 0, C2C12, mouse
orc3, 0.072, 0.855, 0.776, 0, CH12, mouse
orc3, 0.524, 0.979, 0.878, 0, E14_WholeBrain, mouse
orc3, 0.132, 0.874, 0.679, 0, Erythroblast, mouse
orc3, 0.370, 0.980, 0.823, 0, ESBruce4, mouse
orc3, 0.081, 0.890, 0.767, 0, ES, mouse
orc3, 0.139, 0.860, 0.696, 0, G1E_ER, mouse
orc3, 0.143, 0.819, 0.721, 0, G1E, mouse
orc3, 0.298, 0.864, 0.816, 0, Lymphoblast, mouse
orc3, 0.070, 0.887, 0.502, 0, Megakaryocyte, mouse
orc3, 0.057, 0.767, 0.811, 0, MEL, mouse
orc3, 0.140, 0.896, 0.761, 0, NeuronalProgenitor_(EMTAB1822), mouse
orc3, 0.140, 0.896, 0.761, 0, NeuronalProgenitor_(GSE54016), mouse
orc3, 0.071, 0.783, 0.793, 0, Neuron, mouse
orc3, , , , NA, Lymphoblast_PMC3334567, mouse
orc3, , , 0.816, NA, GM12878, human
orc3, , , 0.871, NA, K562, human
orc3, , , 0.919, NA, H1ESC, human
orc3, , , 0.642, NA, HSMM, human
orc3, , , 0.858, NA, HUVEC, human
orc3, , , 0.751, NA, HMEC, human
orc3, , , 0.716, NA, HCC1954, human
orc3, , , 0.816, 0, PBMC, human
orc3, , , , NA, B_Cell, human
synpo, 0.242, 0.833, 0.921, 0, Fibroblast, mouse
synpo, 0.772, 0.324, 0.483, 1, Bcellcd43n, mouse
synpo, 0.334, 0.729, 0.890, 0, Heart, mouse
synpo, 0.586, 0.397, 0.725, 1, Kidney, mouse
synpo, 0.341, 0.421, 0.473, 0, Liver, mouse
synpo, 0.780, 0.680, 0.904, 1, SmIntestine, mouse
synpo, 0.763, 0.459, 0.619, 1, Spleen, mouse
synpo, 0.761, 0.392, 0.609, 1, Testis, mouse
synpo, 0.500, 0.254, 0.531, 1, Thymus, mouse
synpo, 0.295, 0.491, 0.797, 0, C2C12_EqS, mouse
synpo, 0.123, 0.537, 0.689, 0, C2C12, mouse
synpo, 0.842, 0.473, 0.458, 1, CH12, mouse
synpo, 0.880, 0.423, 0.427, 1, E14_WholeBrain, mouse
synpo, 0.850, 0.495, 0.309, 1, Erythroblast, mouse
synpo, 0.567, 0.316, 0.465, 1, ESBruce4, mouse
synpo, 0.868, 0.437, 0.444, 1, ES, mouse
synpo, 0.835, 0.289, 0.152, 1, G1E_ER, mouse
synpo, 0.793, 0.332, 0.318, 1, G1E, mouse
synpo, 0.946, 0.218, 0.456, 1, Lymphoblast, mouse
synpo, 0.942, 0.485, 0.721, 1, Megakaryocyte, mouse
synpo, 0.857, 0.417, 0.232, 1, MEL, mouse
synpo, 0.888, 0.509, 0.583, 1, NeuronalProgenitor_(EMTAB1822), mouse
synpo, 0.888, 0.509, 0.583, 1, NeuronalProgenitor_(GSE54016), mouse
synpo, 0.915, 0.515, 0.445, 1, Neuron, mouse
synpo, , , , NA, Lymphoblast_PMC3334567, mouse
synpo, , , 0.782, 1, GM12878, human
synpo, , , 0.357, 1, K562, human
synpo, , , 0.351, 1, H1ESC, human
synpo, , , 0.797, 1, HSMM, human
synpo, , , 0.783, 0, HUVEC, human
synpo, , , 0.521, 0, HMEC, human
synpo, , , 0.444, 0, HCC1954, human
synpo, , , 0.782, 1, PBMC, human
synpo, , , , NA, B_Cell, human
mysm1, 0.214, 0.812, 0.717, 0, Fibroblast, mouse
mysm1, 0.698, 0.983, 0.818, 0, Bcellcd43n, mouse
mysm1, 0.572, 0.974, 0.470, 0, Heart, mouse
mysm1, 0.577, 0.972, 0.583, 0, Kidney, mouse
mysm1, 0.275, 0.969, 0.807, 0, Liver, mouse
mysm1, 0.163, 0.974, 0.740, 0, SmIntestine, mouse
mysm1, 0.498, 0.969, 0.640, 0, Spleen, mouse
mysm1, 0.239, 0.941, 0.577, 0, Testis, mouse
mysm1, 0.335, 0.975, 0.737, 0, Thymus, mouse
mysm1, 0.165, 0.949, 0.524, 0, C2C12_EqS, mouse
mysm1, 0.206, 0.877, 0.555, 0, C2C12, mouse
mysm1, 0.142, 0.816, 0.673, 0, CH12, mouse
mysm1, 0.201, 0.920, 0.736, 0, E14_WholeBrain, mouse
mysm1, 0.026, 0.792, 0.622, 0, Erythroblast, mouse
mysm1, 0.229, 0.966, 0.754, 0, ESBruce4, mouse
mysm1, 0.064, 0.863, 0.708, 0, ES, mouse
mysm1, 0.108, 0.826, 0.695, 0, G1E_ER, mouse
mysm1, 0.071, 0.774, 0.734, 0, G1E, mouse
mysm1, 0.336, 0.960, 0.730, 0, Lymphoblast, mouse
mysm1, 0.051, 0.830, 0.535, 0, Megakaryocyte, mouse
mysm1, 0.050, 0.760, 0.769, 0, MEL, mouse
mysm1, 0.060, 0.842, 0.658, 0, NeuronalProgenitor_(EMTAB1822), mouse
mysm1, 0.060, 0.842, 0.658, 0, NeuronalProgenitor_(GSE54016), mouse
mysm1, 0.101, 0.715, 0.685, 0, Neuron, mouse
mysm1, , , , NA, Lymphoblast_PMC3334567, mouse
mysm1, , , 0.692, 0, GM12878, human
mysm1, , , 0.652, 0, K562, human
mysm1, , , 0.818, 0, H1ESC, human
mysm1, , , 0.563, 0, HSMM, human
mysm1, , , 0.699, 0, HUVEC, human
mysm1, , , 0.705, 0, HMEC, human
mysm1, , , 0.695, 0, HCC1954, human
mysm1, , , 0.692, 0, PBMC, human
mysm1, , , , NA, B_Cell, human
hpgds, 0.630, 0.559, 0.203, 1, Fibroblast, mouse
hpgds, 0.240, 0.566, 0.655, 0, Bcellcd43n, mouse
hpgds, 0.608, 0.522, 0.525, 1, Heart, mouse
hpgds, 0.611, 0.605, 0.189, 1, Kidney, mouse
hpgds, 0.613, 0.686, 0.489, 0, Liver, mouse
hpgds, 0.379, 0.606, 0.479, 0, SmIntestine, mouse
hpgds, 0.318, 0.638, 0.566, 0, Spleen, mouse
hpgds, 0.537, 0.484, 0.560, 1, Testis, mouse
hpgds, 0.555, 0.608, 0.551, 1, Thymus, mouse
hpgds, 0.657, 0.568, 0.344, 1, C2C12_EqS, mouse
hpgds, 0.716, 0.576, 0.393, 1, C2C12, mouse
hpgds, 0.292, 0.633, 0.604, 0, CH12, mouse
hpgds, 0.303, 0.612, 0.495, 0, E14_WholeBrain, mouse
hpgds, 0.296, 0.569, 0.296, 0, Erythroblast, mouse
hpgds, 0.578, 0.685, 0.384, 0, ESBruce4, mouse
hpgds, 0.417, 0.641, 0.385, 0, ES, mouse
hpgds, 0.628, 0.558, 0.512, 1, G1E_ER, mouse
hpgds, 0.569, 0.538, 0.475, 1, G1E, mouse
hpgds, 0.203, 0.877, 0.840, 0, Lymphoblast, mouse
hpgds, 0.233, 0.593, 0.476, 0, Megakaryocyte, mouse
hpgds, 0.706, 0.374, 0.482, 1, MEL, mouse
hpgds, 0.380, 0.517, 0.338, 0, NeuronalProgenitor_(EMTAB1822), mouse
hpgds, 0.380, 0.517, 0.338, 0, NeuronalProgenitor_(GSE54016), mouse
hpgds, 0.279, 0.513, 0.338, 0, Neuron, mouse
hpgds, , , , NA, Lymphoblast_PMC3334567, mouse
hpgds, , , 0.141, 1, GM12878, human
hpgds, , , 0.417, 0, K562, human
hpgds, , , 0.134, 0, H1ESC, human
hpgds, , , 0.118, 1, HSMM, human
hpgds, , , 0.164, 1, HUVEC, human
hpgds, , , 0.322, 1, HMEC, human
hpgds, , , 0.259, 0, HCC1954, human
hpgds, , , 0.141, 1, PBMC, human
hpgds, , , , NA, B_Cell, human
cmtm8, 0.829, 0.287, 0.203, 1, Fibroblast, mouse
cmtm8, 0.491, 0.447, 0.469, 1, Bcellcd43n, mouse
cmtm8, 0.389, 0.528, 0.682, 0, Heart, mouse
cmtm8, 0.353, 0.385, 0.530, 0, Kidney, mouse
cmtm8, 0.154, 0.580, 0.843, 0, Liver, mouse
cmtm8, 0.906, 0.279, 0.342, 1, SmIntestine, mouse
cmtm8, 0.427, 0.334, 0.487, 0, Spleen, mouse
cmtm8, 0.752, 0.339, 0.252, 1, Testis, mouse
cmtm8, 0.437, 0.410, 0.379, 0, Thymus, mouse
cmtm8, 0.818, 0.252, 0.249, 1, C2C12_EqS, mouse
cmtm8, 0.844, 0.081, 0.266, 1, C2C12, mouse
cmtm8, 0.692, 0.475, 0.459, 1, CH12, mouse
cmtm8, 0.637, 0.404, 0.344, 1, E14_WholeBrain, mouse
cmtm8, 0.738, 0.493, 0.506, 1, Erythroblast, mouse
cmtm8, 0.594, 0.332, 0.473, 1, ESBruce4, mouse
cmtm8, 0.778, 0.409, 0.377, 1, ES, mouse
cmtm8, 0.653, 0.337, 0.432, 1, G1E_ER, mouse
cmtm8, 0.708, 0.450, 0.487, 1, G1E, mouse
cmtm8, 0.598, 0.506, 0.526, 1, Lymphoblast, mouse
cmtm8, 0.825, 0.355, 0.349, 1, Megakaryocyte, mouse
cmtm8, 0.673, 0.412, 0.452, 1, MEL, mouse
cmtm8, 0.610, 0.519, 0.508, 1, NeuronalProgenitor_(EMTAB1822), mouse
cmtm8, 0.610, 0.519, 0.508, 1, NeuronalProgenitor_(GSE54016), mouse
cmtm8, 0.777, 0.283, 0.332, 1, Neuron, mouse
cmtm8, , , , NA, Lymphoblast_PMC3334567, mouse
cmtm8, , , 0.141, 1, GM12878, human
cmtm8, , , 0.152, 1, K562, human
cmtm8, , , 0.490, 0, H1ESC, human
cmtm8, , , 0.444, 1, HSMM, human
cmtm8, , , 0.544, 0, HUVEC, human
cmtm8, , , 0.511, 0, HMEC, human
cmtm8, , , 0.706, 0, HCC1954, human
cmtm8, , , 0.141, 0, PBMC, human
cmtm8, , , , NA, B_Cell, human
kiaa1549, , , 0.358, 1, GM12878, human
kiaa1549, , , 0.329, 1, K562, human
kiaa1549, , , 0.567, 0, H1ESC, human
kiaa1549, , , 0.621, 0, HSMM, human
kiaa1549, , , 0.580, 0, HUVEC, human
kiaa1549, , , 0.520, 0, HMEC, human
kiaa1549, , , 0.530, 0, HCC1954, human
kiaa1549, , , 0.358, 1, PBMC, human
kiaa1549, , , , NA, B_Cell, human
cdh5, 0.662, 0.233, 0.566, 1, Fibroblast, mouse
cdh5, 0.389, 0.398, 0.497, 0, Bcellcd43n, mouse
cdh5, 0.615, 0.847, 0.931, 0, Heart, mouse
cdh5, 0.624, 0.524, 0.759, 1, Kidney, mouse
cdh5, 0.711, 0.627, 0.703, 0, Liver, mouse
cdh5, 0.711, 0.379, 0.516, 1, SmIntestine, mouse
cdh5, 0.443, 0.444, 0.684, 0, Spleen, mouse
cdh5, 0.518, 0.411, 0.425, 1, Testis, mouse
cdh5, 0.540, 0.319, 0.440, 1, Thymus, mouse
cdh5, 0.631, 0.149, 0.345, 1, C2C12_EqS, mouse
cdh5, 0.677, 0.323, 0.314, 1, C2C12, mouse
cdh5, 0.683, 0.506, 0.486, 1, CH12, mouse
cdh5, 0.344, 0.408, 0.624, 0, E14_WholeBrain, mouse
cdh5, 0.549, 0.388, 0.616, 1, Erythroblast, mouse
cdh5, 0.883, 0.348, 0.450, 1, ESBruce4, mouse
cdh5, 0.889, 0.222, 0.357, 1, ES, mouse
cdh5, 0.517, 0.340, 0.152, 1, G1E_ER, mouse
cdh5, 0.460, 0.269, 0.282, 0, G1E, mouse
cdh5, 0.198, 0.993, 0.966, 0, Lymphoblast, mouse
cdh5, 0.748, 0.347, 0.503, 1, Megakaryocyte, mouse
cdh5, 0.731, 0.134, 0.512, 1, MEL, mouse
cdh5, 0.788, 0.312, 0.405, 1, NeuronalProgenitor_(EMTAB1822), mouse
cdh5, 0.788, 0.312, 0.405, 1, NeuronalProgenitor_(GSE54016), mouse
cdh5, 0.753, 0.313, 0.291, 1, Neuron, mouse
cdh5, , , , NA, Lymphoblast_PMC3334567, mouse
